storm_id,year,month,month_name,name,start_date,end_date,duration_hours,max_wind_kt,max_wind_mph,min_pressure_mb,category_num,category,is_hurricane,is_major,landfalls,observations,narrative,is_retired
AL022002,2002,8,August,BERTHA,2002-08-04,2002-08-09,114,35,40,1007,0,TS,0,0,2,23,"Tropical Storm Bertha formed in the Gulf of Mexico on August 4, 2002. The system tracked westward during its lifetime. It reached peak intensity on August 5 with maximum sustained winds of 40 mph (35 kt). The minimum central pressure was recorded at 1007 mb. It made landfall near the northern Gulf Coast on August 5 with winds of 40 mph. It made landfall near the northern Gulf Coast on August 9 with winds of 23 mph. The system persisted for approximately 5 days. The system dissipated over the Gulf of Mexico on August 9.",0
AL032002,2002,8,August,CRISTOBAL,2002-08-05,2002-08-08,72,45,51,999,0,TS,0,0,0,13,"Tropical Storm Cristobal formed in the western Atlantic off the U.S. East Coast on August 5, 2002. The system tracked eastward during its lifetime. It reached peak intensity on August 8 with maximum sustained winds of 51 mph (45 kt). The minimum central pressure was recorded at 999 mb. The system persisted for approximately 3 days. The system dissipated over the western Atlantic off the U.S. East Coast on August 8.",0
AL042002,2002,8,August,DOLLY,2002-08-29,2002-09-04,150,50,57,997,0,TS,0,0,0,26,"Tropical Storm Dolly formed in the eastern Atlantic near the Cape Verde Islands on August 29, 2002. The system tracked northwestward during its lifetime. It reached peak intensity on August 30 with maximum sustained winds of 57 mph (50 kt). The minimum central pressure was recorded at 997 mb. The system persisted for approximately 6 days. The system dissipated over the central Atlantic on September 4.",0
AL052002,2002,9,September,EDOUARD,2002-09-01,2002-09-06,114,55,63,1002,0,TS,0,0,1,21,"Tropical Storm Edouard formed in the western Atlantic off the U.S. East Coast on September 1, 2002. The system tracked westward during its lifetime. It reached peak intensity on September 3 with maximum sustained winds of 63 mph (55 kt). The minimum central pressure was recorded at 1002 mb. It made landfall near the northern Gulf Coast on September 5 with winds of 40 mph. The system persisted for approximately 5 days. The system dissipated over the Gulf of Mexico on September 6.",0
AL062002,2002,9,September,FAY,2002-09-05,2002-09-11,126,50,57,998,0,TS,0,0,1,23,"Tropical Storm Fay formed in the Gulf of Mexico on September 5, 2002. The system tracked westward during its lifetime. It reached peak intensity on September 6 with maximum sustained winds of 57 mph (50 kt). The minimum central pressure was recorded at 998 mb. It made landfall near the northern Gulf Coast on September 7 with winds of 57 mph. The system persisted for approximately 5 days. The system dissipated over the open Atlantic on September 11.",1
AL072002,2002,9,September,UNNAMED,2002-09-07,2002-09-08,24,30,34,1013,-1,TD,0,0,0,5,"The unnamed storm of 2002 (AL072002) formed in the central Atlantic on September 7, 2002. The system tracked westward during its lifetime. It reached peak intensity on September 7 with maximum sustained winds of 34 mph (30 kt). The system persisted for approximately 1 day. The storm was tracked across 5 observations in the HURDAT2 database. The system dissipated over the central Atlantic on September 8.",0
AL082002,2002,9,September,GUSTAV,2002-09-08,2002-09-15,156,85,97,960,2,Cat 2,1,0,2,30,"Hurricane Gustav formed in the western Atlantic off the U.S. East Coast on September 8, 2002. The system tracked northeastward during its lifetime. It reached peak intensity as a Category 2 hurricane on September 11 with maximum sustained winds of 97 mph (85 kt). The minimum central pressure was recorded at 960 mb. It made landfall near the open Atlantic on September 12 as a Category 1 hurricane with winds of 92 mph. It made landfall near the open Atlantic on September 12 as a Category 1 hurricane with winds of 74 mph. The system persisted for approximately 6 days. The system dissipated over the open Atlantic on September 15.",1
AL092002,2002,9,September,HANNA,2002-09-12,2002-09-15,84,50,57,1001,0,TS,0,0,2,17,"Tropical Storm Hanna formed in the Gulf of Mexico on September 12, 2002. The system tracked northward during its lifetime. It reached peak intensity on September 14 with maximum sustained winds of 57 mph (50 kt). The minimum central pressure was recorded at 1001 mb. It made landfall near the northern Gulf Coast on September 14 with winds of 57 mph. It made landfall near the northern Gulf Coast on September 14 with winds of 57 mph. The system persisted for approximately 4 days. The system dissipated over the open Atlantic on September 15.",0
AL102002,2002,9,September,ISIDORE,2002-09-14,2002-09-27,312,110,126,934,3,Cat 3,1,1,3,55,"Hurricane Isidore formed in the Caribbean Sea on September 14, 2002. It initially tracked westward through the Atlantic before recurving northeastward. Over its lifetime, the storm traversed the Caribbean Sea, the Gulf of Mexico, the open Atlantic, the western Atlantic off the U.S. East Coast. The storm covered a vast area, spanning approximately 31 degrees of latitude. It reached peak intensity as a Category 3 hurricane on September 21 with maximum sustained winds of 126 mph (110 kt). The storm underwent rapid intensification, with winds increasing by at least 35 mph within a 24-hour period. The minimum central pressure was recorded at 934 mb. The system first reached hurricane strength on September 19 and continued to intensify over the following days. It made landfall near the Caribbean islands on September 20 as a Category 1 hurricane with winds of 86 mph. It made landfall near the Yucatan Peninsula on September 22 as a Category 3 hurricane with winds of 126 mph. The storm made 1 additional landfall during its track. The system eventually weakened and transitioned into an extratropical cyclone. The system persisted for approximately 13 days. With a duration of approximately 13 days, it was a notably long-lived storm. A minimum pressure of 934 mb reflected the storm's significant intensity. The system dissipated over the western Atlantic off the U.S. East Coast on September 27.",1
AL112002,2002,9,September,JOSEPHINE,2002-09-17,2002-09-19,48,50,57,1004,0,TS,0,0,0,9,"Tropical Storm Josephine formed in the central Atlantic on September 17, 2002. The system tracked northeastward during its lifetime. It reached peak intensity on September 19 with maximum sustained winds of 57 mph (50 kt). The minimum central pressure was recorded at 1004 mb. The system persisted for approximately 2 days. The system dissipated over the open Atlantic on September 19.",0
AL122002,2002,9,September,KYLE,2002-09-20,2002-10-12,522,75,86,980,1,Cat 1,1,0,2,90,"Hurricane Kyle formed in the central Atlantic on September 20, 2002. The system tracked westward during its lifetime. It reached peak intensity as a Category 1 hurricane on September 26 with maximum sustained winds of 86 mph (75 kt). The minimum central pressure was recorded at 980 mb. It made landfall near the southeastern U.S. coast on October 11 with winds of 40 mph. It made landfall near the southeastern U.S. coast on October 11 with winds of 40 mph. The system persisted for approximately 22 days. Its 22-day duration made it an exceptionally long-lived system. The system dissipated over the western Atlantic off the U.S. East Coast on October 12.",0
AL132002,2002,9,September,LILI,2002-09-21,2002-10-04,306,125,143,938,4,Cat 4,1,1,4,57,"Hurricane Lili formed in the central Atlantic on September 21, 2002. The system tracked northwestward during its lifetime. Over its lifetime, the storm traversed the central Atlantic, the Caribbean Sea, the Gulf of Mexico, the open Atlantic. The storm covered a vast area, spanning approximately 26 degrees of latitude. It reached peak intensity as a Category 4 hurricane on October 2 with maximum sustained winds of 143 mph (125 kt). The storm underwent rapid intensification, with winds increasing by at least 35 mph within a 24-hour period. The minimum central pressure was recorded at 938 mb. The system first reached hurricane strength on September 30 and continued to intensify over the following days. It made landfall near the Caribbean islands on September 30 as a Category 1 hurricane with winds of 74 mph. It made landfall near the Caribbean islands on October 1 as a Category 2 hurricane with winds of 103 mph. The storm made 2 additional landfalls during its track. The storm gradually weakened to a tropical depression before dissipating. The system persisted for approximately 13 days. As a Category 4 hurricane, it possessed exceptionally dangerous winds capable of catastrophic damage. With a duration of approximately 13 days, it was a notably long-lived storm. A minimum pressure of 938 mb reflected the storm's significant intensity. The system dissipated over the open Atlantic on October 4.",1
AL142002,2002,10,October,UNNAMED,2002-10-14,2002-10-16,54,30,34,1002,-1,TD,0,0,1,11,"The unnamed storm of 2002 (AL142002) formed in the Caribbean Sea on October 14, 2002. The system tracked northward during its lifetime. It reached peak intensity on October 14 with maximum sustained winds of 34 mph (30 kt). The minimum central pressure was recorded at 1002 mb. It made landfall near the Caribbean islands on October 16 with winds of 28 mph. The system persisted for approximately 2 days. The storm was tracked across 11 observations in the HURDAT2 database. The system dissipated over the western Atlantic on October 16.",0
AL012003,2003,4,April,ANA,2003-04-18,2003-04-27,228,50,57,994,0,TS,0,0,0,39,"Tropical Storm Ana, an unusual off-season system, formed in the western Atlantic off the U.S. East Coast on April 18, 2003. The system tracked eastward during its lifetime. Over its lifetime, the storm traversed the western Atlantic off the U.S. East Coast, the central Atlantic, the open Atlantic. It reached peak intensity on April 21 with maximum sustained winds of 57 mph (50 kt). The minimum central pressure was recorded at 994 mb. The system persisted for approximately 10 days. The system dissipated over the open Atlantic on April 27.",0
AL022003,2003,6,June,UNNAMED,2003-06-11,2003-06-11,18,30,34,1008,-1,TD,0,0,0,4,"The unnamed storm of 2003 (AL022003), an early-season storm, formed in the open Atlantic on June 11, 2003. The system tracked westward during its lifetime. It reached peak intensity on June 11 with maximum sustained winds of 34 mph (30 kt). The minimum central pressure was recorded at 1008 mb. The system was short-lived, lasting less than a day. The storm was tracked across 4 observations in the HURDAT2 database.",0
AL032003,2003,6,June,BILL,2003-06-28,2003-07-03,114,50,57,997,0,TS,0,0,1,21,"Tropical Storm Bill, an early-season storm, formed in the Gulf of Mexico on June 28, 2003. The system tracked northeastward during its lifetime. It reached peak intensity on June 30 with maximum sustained winds of 57 mph (50 kt). The minimum central pressure was recorded at 997 mb. It made landfall near the northern Gulf Coast on June 30 with winds of 57 mph. The system persisted for approximately 5 days. The system dissipated over the western Atlantic off the U.S. East Coast on July 3.",0
AL042003,2003,7,July,CLAUDETTE,2003-07-07,2003-07-17,252,80,92,979,1,Cat 1,1,0,2,45,"Hurricane Claudette formed in the central Atlantic on July 7, 2003. The system tracked westward during its lifetime. Over its lifetime, the storm traversed the central Atlantic, the Caribbean Sea, the Gulf of Mexico, the open Atlantic. It reached peak intensity as a Category 1 hurricane on July 15 with maximum sustained winds of 92 mph (80 kt). The minimum central pressure was recorded at 979 mb. It made landfall near the Yucatan Peninsula on July 11 with winds of 57 mph. It made landfall near the northern Gulf Coast on July 15 as a Category 1 hurricane with winds of 92 mph. The system persisted for approximately 10 days. The system dissipated over the open Atlantic on July 17.",0
AL052003,2003,7,July,DANNY,2003-07-16,2003-07-27,258,65,74,1000,1,Cat 1,1,0,0,44,"Hurricane Danny formed in the central Atlantic on July 16, 2003. The system tracked eastward during its lifetime. The storm moved from the central Atlantic into the open Atlantic. It reached peak intensity as a Category 1 hurricane on July 18 with maximum sustained winds of 74 mph (65 kt). The minimum central pressure was recorded at 1000 mb. The system persisted for approximately 11 days. The system dissipated over the central Atlantic on July 27.",0
AL062003,2003,7,July,UNNAMED,2003-07-19,2003-07-21,42,30,34,1010,-1,TD,0,0,0,8,"The unnamed storm of 2003 (AL062003) formed in the central Atlantic on July 19, 2003. The system tracked westward during its lifetime. It reached peak intensity on July 19 with maximum sustained winds of 34 mph (30 kt). The system persisted for approximately 2 days. The storm was tracked across 8 observations in the HURDAT2 database. The system dissipated over the central Atlantic on July 21.",0
AL072003,2003,7,July,UNNAMED,2003-07-25,2003-07-27,36,30,34,1016,-1,TD,0,0,1,7,"The unnamed storm of 2003 (AL072003) formed in the western Atlantic off the U.S. East Coast on July 25, 2003. The system tracked northwestward during its lifetime. It reached peak intensity on July 26 with maximum sustained winds of 34 mph (30 kt). It made landfall near the southeastern U.S. coast on July 26 with winds of 28 mph. The system persisted for approximately 2 days. The storm was tracked across 7 observations in the HURDAT2 database. The system dissipated over the open Atlantic on July 27.",0
AL082003,2003,8,August,ERIKA,2003-08-14,2003-08-17,54,65,74,986,1,Cat 1,1,0,1,11,"Hurricane Erika formed in the Gulf of Mexico on August 14, 2003. The system tracked westward during its lifetime. It reached peak intensity as a Category 1 hurricane on August 16 with maximum sustained winds of 74 mph (65 kt). The minimum central pressure was recorded at 986 mb. It made landfall near the northern Gulf Coast on August 16 as a Category 1 hurricane with winds of 74 mph. The system persisted for approximately 2 days. The system dissipated over the open Atlantic on August 17.",1
AL092003,2003,8,August,UNNAMED,2003-08-21,2003-08-22,18,30,34,1007,-1,TD,0,0,0,4,"The unnamed storm of 2003 (AL092003) formed in the Caribbean Sea on August 21, 2003. The system tracked northwestward during its lifetime. It reached peak intensity on August 21 with maximum sustained winds of 34 mph (30 kt). The minimum central pressure was recorded at 1007 mb. The system was short-lived, lasting less than a day. The storm was tracked across 4 observations in the HURDAT2 database. The system dissipated over the Caribbean Sea on August 22.",0
AL102003,2003,8,August,FABIAN,2003-08-27,2003-09-09,312,125,143,939,4,Cat 4,1,1,0,53,"Hurricane Fabian formed in the eastern Atlantic near the Cape Verde Islands on August 27, 2003. It initially tracked westward through the Atlantic before recurving northeastward. Over its lifetime, the storm traversed the eastern Atlantic near the Cape Verde Islands, the central Atlantic, the Caribbean Sea, the western Atlantic off the U.S. East Coast. The storm covered a vast area, spanning approximately 45 degrees of latitude. It reached peak intensity as a Category 4 hurricane on September 1 with maximum sustained winds of 143 mph (125 kt). The storm underwent rapid intensification, with winds increasing by at least 35 mph within a 24-hour period. The minimum central pressure was recorded at 939 mb. The system first reached hurricane strength on August 30 and continued to intensify over the following days. The storm remained over open water and did not make landfall. The system eventually weakened and transitioned into an extratropical cyclone. The system persisted for approximately 13 days. As a Category 4 hurricane, it possessed exceptionally dangerous winds capable of catastrophic damage. With a duration of approximately 13 days, it was a notably long-lived storm. A minimum pressure of 939 mb reflected the storm's significant intensity. The system dissipated over the open Atlantic on September 9.",1
AL112003,2003,8,August,GRACE,2003-08-30,2003-09-02,66,35,40,1007,0,TS,0,0,1,13,"Tropical Storm Grace formed in the Gulf of Mexico on August 30, 2003. The system tracked northward during its lifetime. It reached peak intensity on August 30 with maximum sustained winds of 40 mph (35 kt). The minimum central pressure was recorded at 1007 mb. It made landfall near the northern Gulf Coast on August 31 with winds of 40 mph. The system persisted for approximately 3 days. The system dissipated over the open Atlantic on September 2.",1
AL122003,2003,9,September,HENRI,2003-09-03,2003-09-08,120,50,57,997,0,TS,0,0,1,22,"Tropical Storm Henri formed in the Gulf of Mexico on September 3, 2003. The system tracked northeastward during its lifetime. It reached peak intensity on September 5 with maximum sustained winds of 57 mph (50 kt). The minimum central pressure was recorded at 997 mb. It made landfall near the Florida Gulf Coast on September 6 with winds of 34 mph. The system persisted for approximately 5 days. The system dissipated over the western Atlantic off the U.S. East Coast on September 8.",0
AL132003,2003,9,September,ISABEL,2003-09-06,2003-09-20,336,145,166,915,5,Cat 5,1,1,1,58,"Hurricane Isabel formed in the eastern Atlantic near the Cape Verde Islands on September 6, 2003. The system tracked northwestward during its lifetime. Over its lifetime, the storm traversed the eastern Atlantic near the Cape Verde Islands, the central Atlantic, the Caribbean Sea, the western Atlantic. The storm covered a vast area, spanning approximately 35 degrees of latitude. It reached peak intensity as a Category 5 hurricane on September 11 with maximum sustained winds of 166 mph (145 kt). The storm underwent rapid intensification, with winds increasing by at least 35 mph within a 24-hour period. The minimum central pressure was recorded at 915 mb. The system first reached hurricane strength on September 7 and continued to intensify over the following days. It made landfall near the southeastern U.S. coast on September 18 as a Category 2 hurricane with winds of 103 mph. The system eventually weakened and transitioned into an extratropical cyclone. The system persisted for approximately 14 days. As a Category 5 hurricane, it was among the most intense Atlantic tropical cyclones on record. With a duration of approximately 14 days, it was a notably long-lived storm. Its minimum pressure of 915 mb was remarkably low, indicating extreme intensity. The system dissipated over the open Atlantic on September 20.",1
AL142003,2003,9,September,UNNAMED,2003-09-08,2003-09-10,54,30,34,1007,-1,TD,0,0,0,10,"The unnamed storm of 2003 (AL142003) formed in the eastern Atlantic near the Cape Verde Islands on September 8, 2003. The system tracked northwestward during its lifetime. It reached peak intensity on September 9 with maximum sustained winds of 34 mph (30 kt). The minimum central pressure was recorded at 1007 mb. The system persisted for approximately 2 days. The storm was tracked across 10 observations in the HURDAT2 database. The system dissipated over the eastern Atlantic near the Cape Verde Islands on September 10.",0
AL152003,2003,9,September,JUAN,2003-09-24,2003-09-29,120,90,103,969,2,Cat 2,1,0,1,22,"Hurricane Juan formed in the central Atlantic on September 24, 2003. The system tracked northward during its lifetime. It reached peak intensity as a Category 2 hurricane on September 27 with maximum sustained winds of 103 mph (90 kt). The minimum central pressure was recorded at 969 mb. It made landfall near the open Atlantic on September 29 as a Category 2 hurricane with winds of 97 mph. The system persisted for approximately 5 days. The system dissipated over the open Atlantic on September 29.",1
AL162003,2003,9,September,KATE,2003-09-25,2003-10-10,342,110,126,952,3,Cat 3,1,1,0,58,"Hurricane Kate formed in the central Atlantic on September 25, 2003. It initially tracked westward through the Atlantic before recurving northeastward. The storm moved from the central Atlantic into the open Atlantic. The storm covered a vast area, spanning approximately 51 degrees of latitude. It reached peak intensity as a Category 3 hurricane on October 4 with maximum sustained winds of 126 mph (110 kt). The minimum central pressure was recorded at 952 mb. The system first reached hurricane strength on September 29 and continued to intensify over the following days. The storm remained over open water and did not make landfall. The system eventually weakened and transitioned into an extratropical cyclone. The system persisted for approximately 14 days. Its 14-day duration made it an exceptionally long-lived system. The system dissipated over the open Atlantic on October 10.",0
AL172003,2003,9,September,LARRY,2003-09-27,2003-10-07,240,55,63,993,0,TS,0,0,1,42,"Tropical Storm Larry formed in the Gulf of Mexico on September 27, 2003. The system tracked westward during its lifetime. It reached peak intensity on October 3 with maximum sustained winds of 63 mph (55 kt). The minimum central pressure was recorded at 993 mb. It made landfall near the Yucatan Peninsula on October 5 with winds of 57 mph. The system persisted for approximately 10 days. The system dissipated over the open Atlantic on October 7.",1
AL182003,2003,10,October,MINDY,2003-10-10,2003-10-14,78,40,46,1002,0,TS,0,0,0,14,"Tropical Storm Mindy formed in the Caribbean Sea on October 10, 2003. The system tracked northward during its lifetime. It reached peak intensity on October 10 with maximum sustained winds of 46 mph (40 kt). The minimum central pressure was recorded at 1002 mb. The system persisted for approximately 3 days. The system dissipated over the western Atlantic off the U.S. East Coast on October 14.",0
AL192003,2003,10,October,NICHOLAS,2003-10-13,2003-11-01,474,60,69,990,0,TS,0,0,0,80,"Tropical Storm Nicholas formed in the open Atlantic on October 13, 2003. The system tracked northwestward during its lifetime. Over its lifetime, the storm traversed the open Atlantic, the central Atlantic, the western Atlantic off the U.S. East Coast. It reached peak intensity on October 17 with maximum sustained winds of 69 mph (60 kt). The minimum central pressure was recorded at 990 mb. The system persisted for approximately 20 days. Its 20-day duration made it an exceptionally long-lived system. The system dissipated over the western Atlantic off the U.S. East Coast on November 1.",1
AL202003,2003,12,December,ODETTE,2003-12-04,2003-12-09,126,55,63,993,0,TS,0,0,1,23,"Tropical Storm Odette, a late-season storm, formed in the Caribbean Sea on December 4, 2003. The system tracked northeastward during its lifetime. Over its lifetime, the storm traversed the Caribbean Sea, the western Atlantic, the central Atlantic. It reached peak intensity on December 6 with maximum sustained winds of 63 mph (55 kt). The minimum central pressure was recorded at 993 mb. It made landfall near the Caribbean Sea on December 6 with winds of 57 mph. The system persisted for approximately 5 days. The system dissipated over the central Atlantic on December 9.",0
AL212003,2003,12,December,PETER,2003-12-07,2003-12-11,84,60,69,990,0,TS,0,0,0,15,"Tropical Storm Peter, a late-season storm, formed in the open Atlantic on December 7, 2003. The system remained nearly stationary during its lifetime. It reached peak intensity on December 9 with maximum sustained winds of 69 mph (60 kt). The minimum central pressure was recorded at 990 mb. The system persisted for approximately 4 days. The system dissipated over the central Atlantic on December 11.",0
AL012004,2004,7,July,ALEX,2004-07-31,2004-08-06,144,105,120,957,3,Cat 3,1,1,0,25,"Hurricane Alex formed in the western Atlantic off the U.S. East Coast on July 31, 2004. The system tracked eastward during its lifetime. The storm covered a vast area, spanning approximately 17 degrees of latitude. It reached peak intensity as a Category 3 hurricane on August 5 with maximum sustained winds of 120 mph (105 kt). The storm underwent rapid intensification, with winds increasing by at least 35 mph within a 24-hour period. The minimum central pressure was recorded at 957 mb. The system first reached hurricane strength on August 3 and continued to intensify over the following days. The storm remained over open water and did not make landfall. The system eventually weakened and transitioned into an extratropical cyclone. The system persisted for approximately 6 days. The system dissipated over the open Atlantic on August 6.",0
AL022004,2004,8,August,BONNIE,2004-08-03,2004-08-14,252,55,63,1001,0,TS,0,0,1,44,"Tropical Storm Bonnie formed in the central Atlantic on August 3, 2004. It initially tracked westward through the Atlantic before recurving northeastward. Over its lifetime, the storm traversed the central Atlantic, the Caribbean Sea, the Gulf of Mexico, the western Atlantic off the U.S. East Coast. It reached peak intensity on August 11 with maximum sustained winds of 63 mph (55 kt). The minimum central pressure was recorded at 1001 mb. It made landfall near the northern Gulf Coast on August 12 with winds of 46 mph. The system persisted for approximately 10 days. The system dissipated over the western Atlantic off the U.S. East Coast on August 14.",0
AL032004,2004,8,August,CHARLEY,2004-08-09,2004-08-15,144,130,149,941,4,Cat 4,1,1,5,30,"Hurricane Charley formed in the central Atlantic on August 9, 2004. It initially tracked westward through the Atlantic before recurving northeastward. Over its lifetime, the storm traversed the central Atlantic, the Caribbean Sea, the Gulf of Mexico, the western Atlantic off the U.S. East Coast. The storm covered a vast area, spanning approximately 30 degrees of latitude. It reached peak intensity as a Category 4 hurricane on August 13 with maximum sustained winds of 149 mph (130 kt). The storm underwent rapid intensification, with winds increasing by at least 35 mph within a 24-hour period. The minimum central pressure was recorded at 941 mb. The system first reached hurricane strength on August 11 and continued to intensify over the following days. It made landfall near the Caribbean islands on August 13 as a Category 3 hurricane with winds of 120 mph. It made landfall near the Florida Gulf Coast on August 13 as a Category 4 hurricane with winds of 149 mph. The storm made 3 additional landfalls during its track. The system eventually weakened and transitioned into an extratropical cyclone. The system persisted for approximately 6 days. As a Category 4 hurricane, it possessed exceptionally dangerous winds capable of catastrophic damage. The system dissipated over the western Atlantic off the U.S. East Coast on August 15.",1
AL042004,2004,8,August,DANIELLE,2004-08-13,2004-08-24,270,95,109,964,2,Cat 2,1,0,0,46,"Hurricane Danielle formed in the eastern Atlantic near the Cape Verde Islands on August 13, 2004. The system tracked northwestward during its lifetime. Over its lifetime, the storm traversed the eastern Atlantic near the Cape Verde Islands, the central Atlantic, the open Atlantic. It reached peak intensity as a Category 2 hurricane on August 16 with maximum sustained winds of 109 mph (95 kt). The minimum central pressure was recorded at 964 mb. The system persisted for approximately 11 days. The system dissipated over the open Atlantic on August 24.",0
AL052004,2004,8,August,EARL,2004-08-13,2004-08-15,48,45,51,1009,0,TS,0,0,0,9,"Tropical Storm Earl formed in the open Atlantic on August 13, 2004. The system tracked westward during its lifetime. It reached peak intensity on August 15 with maximum sustained winds of 51 mph (45 kt). The minimum central pressure was recorded at 1009 mb. The system persisted for approximately 2 days. The system dissipated over the Caribbean Sea on August 15.",0
AL062004,2004,8,August,FRANCES,2004-08-25,2004-09-10,402,125,143,935,4,Cat 4,1,1,6,75,"Hurricane Frances formed in the central Atlantic on August 25, 2004. It initially tracked westward through the Atlantic before recurving northeastward. Over its lifetime, the storm traversed the central Atlantic, the Caribbean Sea, the western Atlantic, the western Atlantic off the U.S. East Coast. The storm covered a vast area, spanning approximately 36 degrees of latitude. It reached peak intensity as a Category 4 hurricane on August 31 with maximum sustained winds of 143 mph (125 kt). The storm underwent rapid intensification, with winds increasing by at least 35 mph within a 24-hour period. The minimum central pressure was recorded at 935 mb. The system first reached hurricane strength on August 26 and continued to intensify over the following days. It made landfall near the western Atlantic on September 2 as a Category 3 hurricane with winds of 126 mph. It made landfall near the western Atlantic on September 3 as a Category 3 hurricane with winds of 115 mph. The storm made 4 additional landfalls during its track. The system eventually weakened and transitioned into an extratropical cyclone. The system persisted for approximately 17 days. As a Category 4 hurricane, it possessed exceptionally dangerous winds capable of catastrophic damage. Its 17-day duration made it an exceptionally long-lived system. A minimum pressure of 935 mb reflected the storm's significant intensity. The system dissipated over the open Atlantic on September 10.",1
AL072004,2004,8,August,GASTON,2004-08-27,2004-09-03,156,65,74,985,1,Cat 1,1,0,1,28,"Hurricane Gaston formed in the western Atlantic off the U.S. East Coast on August 27, 2004. The system tracked eastward during its lifetime. It reached peak intensity as a Category 1 hurricane on August 29 with maximum sustained winds of 74 mph (65 kt). The minimum central pressure was recorded at 985 mb. It made landfall near the southeastern U.S. coast on August 29 as a Category 1 hurricane with winds of 74 mph. The system persisted for approximately 6 days. The system dissipated over the open Atlantic on September 3.",0
AL082004,2004,8,August,HERMINE,2004-08-27,2004-08-31,90,50,57,1002,0,TS,0,0,1,16,"Tropical Storm Hermine formed in the western Atlantic off the U.S. East Coast on August 27, 2004. The system tracked northward during its lifetime. It reached peak intensity on August 30 with maximum sustained winds of 57 mph (50 kt). The minimum central pressure was recorded at 1002 mb. It made landfall near the northeastern U.S. coast on August 31 with winds of 40 mph. The system persisted for approximately 4 days. The system dissipated over the western Atlantic off the U.S. East Coast on August 31.",0
AL092004,2004,9,September,IVAN,2004-09-02,2004-09-24,516,145,166,910,5,Cat 5,1,1,2,94,"Hurricane Ivan formed in the eastern Atlantic near the Cape Verde Islands on September 2, 2004. The system tracked westward during its lifetime. Over its lifetime, the storm traversed the eastern Atlantic near the Cape Verde Islands, the open Atlantic, the central Atlantic, the Caribbean Sea. The storm covered a vast area, spanning approximately 30 degrees of latitude. It reached peak intensity as a Category 5 hurricane on September 11 with maximum sustained winds of 166 mph (145 kt). The storm underwent rapid intensification, with winds increasing by at least 35 mph within a 24-hour period. The minimum central pressure was recorded at 910 mb. The system first reached hurricane strength on September 5 and continued to intensify over the following days. It made landfall near the northern Gulf Coast on September 16 as a Category 3 hurricane with winds of 120 mph. It made landfall near the northern Gulf Coast on September 24 with winds of 34 mph. The storm gradually weakened to a tropical depression before dissipating. The system persisted for approximately 22 days. As a Category 5 hurricane, it was among the most intense Atlantic tropical cyclones on record. Its 22-day duration made it an exceptionally long-lived system. Its minimum pressure of 910 mb was remarkably low, indicating extreme intensity. The system dissipated over the Gulf of Mexico on September 24.",1
AL102004,2004,9,September,UNNAMED,2004-09-07,2004-09-10,72,30,34,1009,-1,TD,0,0,0,13,"The unnamed storm of 2004 (AL102004) formed in the central Atlantic on September 7, 2004. The system tracked eastward during its lifetime. It reached peak intensity on September 9 with maximum sustained winds of 34 mph (30 kt). The minimum central pressure was recorded at 1009 mb. The system persisted for approximately 3 days. The storm was tracked across 13 observations in the HURDAT2 database. The system dissipated over the open Atlantic on September 10.",0
AL112004,2004,9,September,JEANNE,2004-09-13,2004-09-29,378,105,120,950,3,Cat 3,1,1,5,69,"Hurricane Jeanne formed in the Caribbean Sea on September 13, 2004. The system tracked northwestward during its lifetime. Over its lifetime, the storm traversed the Caribbean Sea, the western Atlantic, the western Atlantic off the U.S. East Coast, the Gulf of Mexico. The storm covered a vast area, spanning approximately 23 degrees of latitude. It reached peak intensity as a Category 3 hurricane on September 25 with maximum sustained winds of 120 mph (105 kt). The storm underwent rapid intensification, with winds increasing by at least 35 mph within a 24-hour period. The minimum central pressure was recorded at 950 mb. The system first reached hurricane strength on September 16 and continued to intensify over the following days. It made landfall near the Caribbean Sea on September 14 with winds of 34 mph. It made landfall near the Caribbean Sea on September 15 with winds of 69 mph. The storm made 3 additional landfalls during its track. The system eventually weakened and transitioned into an extratropical cyclone. The system persisted for approximately 16 days. Its 16-day duration made it an exceptionally long-lived system. The system dissipated over the western Atlantic off the U.S. East Coast on September 29.",1
AL122004,2004,9,September,KARL,2004-09-16,2004-09-28,282,125,143,938,4,Cat 4,1,1,0,48,"Hurricane Karl formed in the eastern Atlantic near the Cape Verde Islands on September 16, 2004. It initially tracked westward through the Atlantic before recurving northeastward. Over its lifetime, the storm traversed the eastern Atlantic near the Cape Verde Islands, the central Atlantic, the open Atlantic. The storm covered a vast area, spanning approximately 54 degrees of latitude. It reached peak intensity as a Category 4 hurricane on September 21 with maximum sustained winds of 143 mph (125 kt). The storm underwent rapid intensification, with winds increasing by at least 35 mph within a 24-hour period. The minimum central pressure was recorded at 938 mb. The system first reached hurricane strength on September 18 and continued to intensify over the following days. The storm remained over open water and did not make landfall. The system eventually weakened and transitioned into an extratropical cyclone. The system persisted for approximately 12 days. As a Category 4 hurricane, it possessed exceptionally dangerous winds capable of catastrophic damage. With a duration of approximately 12 days, it was a notably long-lived storm. A minimum pressure of 938 mb reflected the storm's significant intensity. The system dissipated over the open Atlantic on September 28.",0
